Ca thi,Ngày,GIỜ,MS Ca thi,Nhiệm vụ,MS của CÁN BỘ COI THI,Thời gian,Thứ,Cơ sở
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB013,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB015,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB021,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB022,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB072,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB024,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB031,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB059,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB036,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB037,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB068,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB070,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB009,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB042,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB049,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB010,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB046,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB067,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB008,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB050,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB069,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB019,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB053,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB055,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB056,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB047,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB014,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB054,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB032,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB069,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB028,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB029,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB011,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB012,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB013,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB015,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB021,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB022,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB072,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB024,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB031,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB059,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB036,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB051,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB070,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB010,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB069,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB028,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB029,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB032,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB046,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB067,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB008,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB050,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB009,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB052,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB053,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB055,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB056,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB014,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB058,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB054,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB013,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB036,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB051,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB070,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB010,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB031,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB028,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB029,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB032,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB046,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB067,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB008,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB050,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB009,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB052,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB053,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB055,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB056,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB014,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB058,150,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,LTK_CBCT,CB054,150,Thứ 6,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 1: 07g00-09g30",2026-06-13 00:00:00,07g00,20260613_1,LTK_CBCT,CB002,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 1: 07g00-09g30",2026-06-13 00:00:00,07g00,20260613_1,LTK_CBCT,CB066,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 1: 07g00-09g30",2026-06-13 00:00:00,07g00,20260613_1,LTK_CBCT,CB001,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 1: 07g00-09g30",2026-06-13 00:00:00,07g00,20260613_1,LTK_CBCT,CB064,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB073,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB063,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB017,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB018,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB005,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,DiAn_CBCT,CB003,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,LTK_CBCT,CB066,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 2: 09g30-12g00",2026-06-13 00:00:00,09g30,20260613_2,LTK_CBCT,CB001,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB073,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB063,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB020,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB018,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB005,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,DiAn_CBCT,CB003,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,LTK_CBCT,CB002,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,LTK_CBCT,CB066,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,LTK_CBCT,CB001,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 3: 13g00-15g30",2026-06-13 00:00:00,13g00,20260613_3,LTK_CBCT,CB034,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB073,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB063,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB020,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB018,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB005,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,DiAn_CBCT,CB003,150,Thứ 7,Cơ sở 2
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,LTK_CBCT,CB002,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,LTK_CBCT,CB066,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,LTK_CBCT,CB001,150,Thứ 7,Cơ sở 1
"Thứ 7, 13/06/2026, Ca 4: 15g30-18g00",2026-06-13 00:00:00,15g30,20260613_4,LTK_CBCT,CB034,150,Thứ 7,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 1: 07g00-09g30",2026-06-08 00:00:00,07g00,20260608_1,DiAn_CBCT,CB063,150,,
"Thứ 2, 08/06/2026, Ca 1: 07g00-09g30",2026-06-08 00:00:00,07g00,20260608_1,LTK_CBCT,CB006,150,,
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08 00:00:00,09g30,20260608_2,DiAn_CBCT,CB063,150,,
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08 00:00:00,09g30,20260608_2,LTK_CBCT,CB006,150,,
"Thứ 2, 08/06/2026, Ca 2: 09g30-12g00",2026-06-08 00:00:00,09g30,20260608_2,LTK_CBCT,CB065,150,,
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08 00:00:00,13g00,20260608_3,DiAn_CBCT,CB063,150,,
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08 00:00:00,13g00,20260608_3,LTK_CBCT,CB006,150,,
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08 00:00:00,13g00,20260608_3,LTK_CBCT,CB065,150,,
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08 00:00:00,15g30,20260608_4,DiAn_CBCT,CB063,150,,
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08 00:00:00,15g30,20260608_4,LTK_CBCT,CB006,150,,
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08 00:00:00,15g30,20260608_4,LTK_CBCT,CB065,150,,
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09 00:00:00,13g00,20260609_3,LTK_CBCT,CB006,150,,
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09 00:00:00,13g00,20260609_3,LTK_CBCT,CB065,150,,
"Thứ 3, 09/06/2026, Ca 4: 15g30-18g00",2026-06-09 00:00:00,15g30,20260609_4,DiAn_CBCT,CB063,150,,
"Thứ 4, 10/06/2026, Ca 1: 07g00-09g30",2026-06-10 00:00:00,07g00,20260610_1,DiAn_CBCT,CB063,150,,
"Thứ 4, 10/06/2026, Ca 1: 07g00-09g30",2026-06-10 00:00:00,07g00,20260610_1,LTK_CBCT,CB006,150,,
"Thứ 4, 10/06/2026, Ca 2: 09g30-12g00",2026-06-10 00:00:00,09g30,20260610_2,DiAn_CBCT,CB063,150,,
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10 00:00:00,13g00,20260610_3,DiAn_CBCT,CB063,150,,
"Thứ 4, 10/06/2026, Ca 4: 15g30-18g00",2026-06-10 00:00:00,15g30,20260610_4,DiAn_CBCT,CB063,150,,
"Thứ 5, 11/06/2026, Ca1 : 07g00-09g30",2026-06-11 00:00:00,07g00,20260611_1,DiAn_CBCT,CB063,150,,
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,DiAn_CBCT,CB063,150,,
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12 00:00:00,07g00,20260612_1,LTK_CBCT,CB006,150,,
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB006,150,,
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12 00:00:00,09g30,20260612_2,LTK_CBCT,CB065,150,,
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,DiAn_CBCT,CB063,150,,
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB006,150,,
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12 00:00:00,13g00,20260612_3,LTK_CBCT,CB065,150,,
"Thứ 6, 12/06/2026, Ca 4: 15g30-18g00",2026-06-12 00:00:00,15g30,20260612_4,DiAn_CBCT,CB063,150,,
